Airline,Journey_month,Journey_year,Source,Destination,Route,Dep_Time,Arrival_Time,Duration_Hours,Duration_Minutes,Duration_In_Minutes,Total_Stops,Price_rupee,Log_price,Class,Additional_Info
IndiGo,4,2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5.0,25.0,325.0,1.0,5636,8.636929873018572,Economy,No info
Jet Airways,6,2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1.0,25.0,85.0,0.0,5678,8.644354337032917,Economy,No info
Air India,3,2019,Banglore,New Delhi,BLR → GAU → DEL,13:50,18:40,28.0,50.0,1730.0,1.0,17198,9.752548376970841,Business,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:45,11.0,45.0,705.0,1.0,16287,9.698122522573561,Business,No info
IndiGo,3,2019,Delhi,Cochin,DEL → LKO → COK,05:35,10:10,4.0,35.0,275.0,1.0,9476,9.156517565278676,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25,20.0,0.0,1200.0,2.0,13007,9.47324295306374,Business,No info
IndiGo,5,2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14.0,55.0,895.0,1.0,7514,8.924523226133914,Economy,No info
IndiGo,3,2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2.0,35.0,155.0,0.0,5618,8.633731007664188,Economy,No info
SpiceJet,5,2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.0,15.0,135.0,0.0,3911,8.271548374755515,Economy,No info
IndiGo,5,2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2.0,50.0,170.0,0.0,4823,8.481151420068972,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28.0,20.0,1700.0,2.0,11752,9.371778717853713,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16.0,0.0,960.0,1.0,14571,9.586788531013854,Business,No info
Air India,6,2019,Delhi,Cochin,DEL → BOM → COK,20:00,19:15,23.0,15.0,1395.0,1.0,8372,9.03264808356589,Economy,No info
SpiceJet,4,2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2.0,40.0,160.0,0.0,3971,8.286773231131251,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5.0,35.0,335.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
IndiGo,5,2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2.0,20.0,140.0,0.0,3597,8.187855443695623,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30.0,20.0,1820.0,2.0,12436,9.428350771178645,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6.0,0.0,360.0,1.0,14714,9.59655470049221,Business,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35,16.0,50.0,1010.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
SpiceJet,3,2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:15,7.0,0.0,420.0,1.0,12287,9.416297071867572,Business,No info
IndiGo,5,2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5.0,45.0,345.0,1.0,7189,8.880307358983872,Economy,No info
Air India,5,2019,Banglore,Delhi,BLR → DEL,17:00,19:50,2.0,50.0,170.0,0.0,6961,8.848078421168667,Economy,No info
Air India,3,2019,Kolkata,Banglore,CCU → IXB → DEL → BLR,13:55,23:15,33.0,20.0,2000.0,2.0,15292,9.635085094816304,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13.0,30.0,810.0,2.0,10368,9.246479418592056,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00,21.0,35.0,1295.0,2.0,13292,9.494917629474484,Business,No info
Air India,3,2019,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16.0,50.0,1010.0,1.0,9064,9.112065802707843,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20,12.0,10.0,730.0,1.0,14388,9.574149804815514,Business,No info
SpiceJet,6,2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2.0,40.0,160.0,0.0,4423,8.394573477868327,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25,16.0,10.0,970.0,2.0,8839,9.086929027060949,Economy,No info
Vistara,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6.0,25.0,385.0,1.0,9870,9.197255132427527,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00,19.0,55.0,1195.0,2.0,12819,9.458683724312134,Business,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.0,30.0,390.0,1.0,7670,8.945071894361302,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55,14.0,30.0,870.0,1.0,8066,8.995412975433313,Economy,In-flight meal not included
Air India,3,2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,05:05,16:55,11.0,50.0,710.0,2.0,16697,9.722984341548957,Business,No info
IndiGo,6,2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10.0,30.0,630.0,1.0,5684,8.64541048921699,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7.0,35.0,455.0,1.0,11200,9.323669057283185,Economy,No info
Jet Airways,3,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,20:40,23.0,30.0,1410.0,1.0,13759,9.529448434427817,Business,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2.0,50.0,170.0,0.0,5694,8.647168267837984,Economy,No info
Vistara,3,2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25,27.0,45.0,1665.0,1.0,12371,9.423110302862831,Business,No info
IndiGo,4,2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9.0,30.0,570.0,1.0,6573,8.790725628263576,Economy,No info
GoAir,3,2019,Delhi,Cochin,DEL → AMD → COK,06:00,13:20,7.0,20.0,440.0,1.0,6393,8.762958920766726,Economy,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2.0,35.0,155.0,0.0,5224,8.561018670956267,Economy,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,180.0,0.0,5198,8.556029215201436,Economy,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7.0,30.0,450.0,1.0,13941,9.542589417753089,Business,No info
SpiceJet,3,2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2.0,35.0,155.0,0.0,6300,8.748304912379623,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27.0,0.0,1620.0,2.0,12609,9.442166123673227,Business,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12.0,0.0,720.0,1.0,13587,9.516868732224324,Business,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8.0,0.0,480.0,1.0,13587,9.516868732224324,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35,26.0,35.0,1595.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,3,2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9.0,15.0,555.0,1.0,16439,9.707411839509511,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8.0,30.0,510.0,1.0,14781,9.601097851212073,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35,16.0,50.0,1010.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15,28.0,10.0,1690.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2.0,55.0,175.0,0.0,4823,8.481151420068972,Economy,No info
Air India,4,2019,Banglore,Delhi,BLR → DEL,17:00,19:50,2.0,50.0,170.0,0.0,5911,8.684570300824369,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12.0,30.0,750.0,1.0,13377,9.501292093295586,Business,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15.0,10.0,910.0,1.0,6145,8.723394022000136,Economy,No info
SpiceJet,6,2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1.0,30.0,90.0,0.0,1965,7.583247524303362,Economy,No check-in baggage included
IndiGo,3,2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8.0,35.0,515.0,1.0,6442,8.770594329891145,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20,23.0,50.0,1430.0,1.0,13941,9.542589417753089,Business,No info
Air India,3,2019,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16.0,50.0,1010.0,1.0,13002,9.472858470764415,Business,No info
Air India,6,2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9.0,30.0,570.0,1.0,8907,9.09459276343187,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27.0,0.0,1620.0,2.0,14657,9.5926733160273,Business,No info
SpiceJet,5,2019,Kolkata,Banglore,CCU → BLR,22:20,00:40,2.0,20.0,140.0,0.0,3873,8.261784679514752,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9.0,30.0,570.0,1.0,14781,9.601097851212073,Business,No info
Air India,6,2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2.0,50.0,170.0,0.0,5228,8.561784074744113,Economy,No info
Air Asia,3,2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2.0,50.0,170.0,0.0,7652,8.942722330560143,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → DEL,08:20,11:15,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
IndiGo,5,2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4.0,0.0,240.0,1.0,4226,8.349011198176003,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00,22.0,5.0,1325.0,1.0,12373,9.423271958213975,Business,In-flight meal not included
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3.0,0.0,180.0,0.0,6860,8.83346272071993,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00,19.0,30.0,1170.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35,21.0,35.0,1295.0,1.0,12373,9.423271958213975,Business,In-flight meal not included
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2.0,45.0,165.0,0.0,4238,8.351846738828245,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,05:05,21.0,5.0,1265.0,1.0,13502,9.510593101601815,Business,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35,27.0,10.0,1630.0,1.0,10953,9.301368670323747,Economy,No info
Air Asia,3,2019,Kolkata,Banglore,CCU → BLR,22:50,01:20,2.0,30.0,150.0,0.0,3782,8.238008249218403,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5.0,45.0,345.0,1.0,14781,9.601097851212073,Business,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,20:25,23:10,2.0,45.0,165.0,0.0,4804,8.477204183199873,Economy,No info
SpiceJet,3,2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2.0,50.0,170.0,0.0,6860,8.83346272071993,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40,19.0,30.0,1170.0,2.0,6117,8.718827059242566,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,8016,8.989194823324645,Economy,No info
Vistara,6,2019,Delhi,Cochin,DEL → COK,06:00,09:10,3.0,10.0,190.0,0.0,6216,8.734881892047483,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2.0,45.0,165.0,0.0,8016,8.989194823324645,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,10:25,11.0,35.0,695.0,1.0,11087,9.313528529772352,Economy,In-flight meal not included
Jet Airways,5,2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1.0,25.0,85.0,0.0,5678,8.644354337032917,Economy,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2.0,55.0,175.0,0.0,6860,8.83346272071993,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11.0,0.0,660.0,1.0,10407,9.25023393563786,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13.0,55.0,835.0,1.0,13797,9.532206456208034,Business,No info
Air India,6,2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2.0,45.0,165.0,0.0,6961,8.848078421168667,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6.0,35.0,395.0,1.0,10624,9.270870871716214,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,04:25,16.0,10.0,970.0,2.0,14300,9.568014816247999,Business,No info
SpiceJet,3,2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.0,20.0,140.0,0.0,5418,8.59748202264504,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.0,55.0,1375.0,2.0,15129,9.624368710744834,Business,No info
SpiceJet,6,2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.0,15.0,135.0,0.0,3543,8.172729104865471,Economy,No check-in baggage included
SpiceJet,6,2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1.0,30.0,90.0,0.0,1965,7.583247524303362,Economy,No check-in baggage included
Air Asia,5,2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2.0,50.0,170.0,0.0,4282,8.362175469149628,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00,27.0,0.0,1620.0,2.0,14508,9.582455500402792,Business,No info
Air Asia,5,2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3.0,40.0,220.0,1.0,5162,8.54907938027856,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23.0,45.0,1425.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:45,12.0,45.0,765.0,1.0,15237,9.631481959469355,Business,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7.0,20.0,440.0,1.0,12524,9.435402082446297,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24.0,55.0,1495.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Air India,3,2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,13:00,25.0,10.0,1510.0,1.0,5092,8.535425959677298,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10.0,0.0,600.0,1.0,8309,9.02509454366498,Economy,No info
GoAir,4,2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:20,5.0,55.0,355.0,1.0,4106,8.32020459757888,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55,25.0,20.0,1520.0,1.0,14151,9.557540571952371,Business,No info
Jet Airways,4,2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10.0,20.0,620.0,1.0,5177,8.551981016901902,Economy,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6.0,40.0,400.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
IndiGo,5,2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3.0,0.0,180.0,0.0,4823,8.481151420068972,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25.0,30.0,1530.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,5,2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15,23.0,0.0,1380.0,2.0,13381,9.50159106930499,Business,No info
IndiGo,5,2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2.0,25.0,145.0,0.0,4332,8.37378460812088,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12.0,40.0,760.0,1.0,26890,10.19950974926291,Business,No info
Air India,5,2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20.0,45.0,1245.0,2.0,12803,9.45743479744618,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20,26.0,15.0,1575.0,1.0,8529,9.05122740031911,Economy,In-flight meal not included
SpiceJet,4,2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.0,25.0,145.0,0.0,3873,8.261784679514752,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7.0,55.0,475.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3.0,0.0,180.0,0.0,6144,8.723231274827508,Economy,In-flight meal not included
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,07:05,18:50,11.0,45.0,705.0,1.0,12767,9.45461899582035,Business,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7.0,50.0,470.0,1.0,7354,8.902999661861218,Economy,No info
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1.0,30.0,90.0,0.0,4049,8.30622521603216,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30,14.0,0.0,840.0,1.0,13377,9.501292093295586,Business,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2.0,50.0,170.0,0.0,6144,8.723231274827508,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13.0,15.0,795.0,1.0,8266,9.019905995071678,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25,26.0,20.0,1580.0,2.0,10975,9.303375237943373,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12.0,0.0,720.0,1.0,12192,9.408535277926427,Business,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,19:45,37.0,25.0,2245.0,2.0,12273,9.415157006597509,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45,10.0,40.0,640.0,1.0,26890,10.19950974926291,Business,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,9.0,35.0,575.0,1.0,15136,9.62483129129166,Business,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5.0,30.0,330.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25.0,30.0,1530.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1.0,30.0,90.0,0.0,2228,7.708859601047175,Economy,In-flight meal not included
IndiGo,6,2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2.0,20.0,140.0,0.0,3597,8.187855443695623,Economy,No info
SpiceJet,5,2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2.0,35.0,155.0,0.0,3841,8.253488028345904,Economy,No check-in baggage included
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7.0,5.0,425.0,1.0,9899,9.200189020919808,Economy,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,02:15,11:30,9.0,15.0,555.0,1.0,13587,9.516868732224324,Business,No info
Air Asia,6,2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2.0,30.0,150.0,0.0,4409,8.391403185357937,Economy,No info
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1.0,30.0,90.0,0.0,2227,7.708410667257367,Economy,No info
Air India,3,2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1.0,20.0,80.0,0.0,4937,8.504513138258863,Economy,No info
IndiGo,3,2019,Kolkata,Banglore,CCU → BOM → BLR,05:35,11:20,5.0,45.0,345.0,1.0,9319,9.139810605785655,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8.0,25.0,505.0,1.0,14151,9.557540571952371,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6.0,0.0,360.0,1.0,14714,9.59655470049221,Business,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,No info
Vistara,5,2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.0,20.0,140.0,0.0,11982,9.39116080264387,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2.0,55.0,175.0,0.0,4990,8.515191188745565,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8.0,25.0,505.0,1.0,9103,9.116359308505288,Economy,No info
SpiceJet,3,2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2.0,35.0,155.0,0.0,6300,8.748304912379623,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7.0,5.0,425.0,2.0,14441,9.577826662126565,Business,No info
Air India,6,2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9.0,5.0,545.0,1.0,8366,9.031931152002144,Economy,No info
SpiceJet,5,2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6.0,20.0,380.0,1.0,7317,8.89795568688403,Economy,No info
GoAir,3,2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2.0,55.0,175.0,0.0,3898,8.268218880067506,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00,20.0,10.0,1210.0,1.0,14714,9.59655470049221,Business,No info
SpiceJet,6,2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.0,25.0,145.0,0.0,3841,8.253488028345904,Economy,No check-in baggage included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10.0,15.0,615.0,1.0,15373,9.640368002912599,Business,No info
Air India,5,2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,11:10,26.0,50.0,1610.0,2.0,11222,9.325631416310918,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14.0,20.0,860.0,1.0,7155,8.875566691990551,Economy,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35,10.0,20.0,620.0,1.0,15200,9.629050706834368,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40,13.0,0.0,780.0,1.0,7832,8.965973184210347,Economy,In-flight meal not included
IndiGo,6,2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5.0,0.0,300.0,1.0,6593,8.7937637591133,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,07:00,10:30,27.0,30.0,1650.0,3.0,13007,9.47324295306374,Business,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,09:55,18:50,8.0,55.0,535.0,1.0,15400,9.642122788401721,Business,In-flight meal not included
Air India,6,2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35,24.0,0.0,1440.0,1.0,6528,8.783855896643942,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.0,55.0,1615.0,2.0,10368,9.246479418592056,Economy,In-flight meal not included
IndiGo,4,2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16.0,5.0,965.0,1.0,6162,8.726156679156613,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:00,18.0,55.0,1135.0,1.0,17261,9.75620490038669,Business,No info
Jet Airways,4,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45,28.0,15.0,1695.0,1.0,7064,8.862766742283796,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35,24.0,50.0,1490.0,2.0,13882,9.53834831589953,Business,No info
Vistara,6,2019,Delhi,Cochin,DEL → COK,14:40,17:50,3.0,10.0,190.0,0.0,6216,8.734881892047483,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7.0,20.0,440.0,2.0,19644,9.885527227159136,Business,In-flight meal not included
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,4544,8.421562960400987,Economy,In-flight meal not included
IndiGo,3,2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2.0,25.0,145.0,0.0,3384,8.126813720726114,Economy,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2.0,30.0,150.0,0.0,4804,8.477204183199873,Economy,No info
Jet Airways,3,2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40,23.0,55.0,1435.0,1.0,10031,9.213435576883485,Economy,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11.0,5.0,665.0,1.0,8586,9.057888248784506,Economy,In-flight meal not included
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6.0,15.0,375.0,1.0,7832,8.965973184210347,Economy,In-flight meal not included
Vistara,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05,16.0,5.0,965.0,1.0,10027,9.213036733523925,Economy,No info
IndiGo,3,2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1.0,25.0,85.0,0.0,2754,7.9208096792886,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20.0,25.0,1225.0,1.0,12767,9.45461899582035,Business,No info
